"Country Code","Year","Population"
"GUM","2001",156401
"GUY","2001",752263
"HIC","2001",1077634485
"HKG","2001",6714300
"HND","2001",6693061
"HPC","2001",488553040
"HRV","2001",4440000
"HTI","2001",8692567
"HUN","2001",10187576
"IBD","2001",4032084834
"IBT","2001",5144856233
"IDA","2001",1112771399
"IDB","2001",369246309
"IDN","2001",214506502
"IDX","2001",743525090
"IMN","2001",73192
"IND","2001",1071477855
"INX","2001",NA
"IRL","2001",3866243
"IRN","2001",67096414
"IRQ","2001",24251649
"ISL","2001",284968
"ISR","2001",6439000
"ITA","2001",56974100
"JAM","2001",2677011
"JOR","2001",5193482
"JPN","2001",127149000
"KAZ","2001",14858335
"KEN","2001",32321482
"KGZ","2001",4945100
"KHM","2001",12402473
"KIR","2001",85858
"KNA","2001",45990
"KOR","2001",47370164
"KWT","2001",2109355
"LAC","2001",507131154
"LAO","2001",5414568
"LBN","2001",3359859
"LBR","2001",2991132
"LBY","2001",5440566
"LCA","2001",158464
"LCN","2001",532173298
"LDC","2001",681932226
"LIC","2001",436993814
"LIE","2001",33671
"LKA","2001",18913054
"LMC","2001",2381689042
"LMY","2001",5123706363
"LSO","2001",1885955
"LTE","2001",2061986736
"LTU","2001",3470818
"LUX","2001",441525
"LVA","2001",2337170
"MAC","2001",438081
"MAF","2001",27782
"MAR","2001",29181832
"MCO","2001",32360
"MDA","2001",3631462
"MDG","2001",16260932
"MDV","2001",287027
"MEA","2001",323196354
"MEX","2001",103067068
"MHL","2001",52183
"MIC","2001",4686712549
"MKD","2001",2042842
"MLI","2001",11293258
"MLT","2001",393028
"MMR","2001",46627994
"MNA","2001",286016125
"MNE","2001",607389
"MNG","2001",2419776
"MNP","2001",69388
"MOZ","2001",18588758
"MRT","2001",2790729
"MUS","2001",1196287
"MWI","2001",11695863
"MYS","2001",23698907
"NAC","2001",316113359
"NAM","2001",1933596
"NCL","2001",217324
"NER","2001",11771976
"NGA","2001",125463434
"NIC","2001",5100750
"NLD","2001",16046180
"NOR","2001",4513751
"NPL","2001",24161777
"NRU","2001",10053
"NZL","2001",3880500
"OED","2001",1164785028
"OMN","2001",2294787
"OSS","2001",21324121
"PAK","2001",141601437
"PAN","2001",3089684
"PER","2001",26261363
"PHL","2001",79665315
"PLW","2001",19404
"PNG","2001",5716152
"POL","2001",38248076
"PRE","2001",569959700
"PRI","2001",3818774
"PRK","2001",23131810
"PRT","2001",10362722
"PRY","2001",5406624
"PSE","2001",2997784
"PSS","2001",1985713
"PST","2001",1025668441
"PYF","2001",241273
"QAT","2001",616886
"ROU","2001",22131970
"RUS","2001",145976083
"RWA","2001",8329406
"SAS","2001",1412104373
"SAU","2001",21303592
"SDN","2001",27945005
"SEN","2001",10134497
"SGP","2001",4138012
"SLB","2001",423853
"SLE","2001",4739147
"SLV","2001",5905962
"SMR","2001",27762
"SOM","2001",9290823
"SRB","2001",7503433
"SSA","2001",688534793
"SSD","2001",6974442
"SSF","2001",688615995
"SST","2001",29887050
"STP","2001",141622
"SUR","2001",477740
"SVK","2001",5378867
"SVN","2001",1992060
"SWE","2001",8895960
"SWZ","2001",1072927
"SXM","2001",31189
"SYC","2001",81202
"SYR","2001",16766899
"TCA","2001",20185
"TCD","2001",8663012
"TEA","2001",1809863172
"TEC","2001",435134241
"TGO","2001",5111770
"THA","2001",63543322
"TJK","2001",6327125
"TKM","2001",4564080
"TLA","2001",516120111
"TLS","2001",892531
"TMN","2001",283018341
"TON","2001",98611
"TSA","2001",1412104373
"TSS","2001",688615995
"TTO","2001",1272380
"TUN","2001",9785701
"TUR","2001",64191474
"TUV","2001",9512
"TZA","2001",35117019
"UGA","2001",24854892
"UKR","2001",48683865
"UMC","2001",2305023507
"URY","2001",3327103
"USA","2001",284968955
"UZB","2001",24964450
"VCT","2001",107988
"VEN","2001",24948476
"VGB","2001",21085
"VIR","2001",108549
"VNM","2001",81139919
"VUT","2001",189290
"WLD","2001",6201340848
"WSM","2001",175566
"XKX","2001",1701154
"YEM","2001",18390135
"ZAF","2001",46385006
"ZMB","2001",10824125
"ZWE","2001",12366165
"ABW","2002",94992
"AFG","2002",21979923
"AGO","2002",17572649
"ALB","2002",3051010
"AND","2002",70049
"ARB","2002",296026575
"ARE","2002",3507232
"ARG","2002",37889370
"ARM","2002",3033897
"ASM","2002",58731
"ATG","2002",86266
"AUS","2002",19651400
"AUT","2002",8081957
"AZE","2002",8171950
"BDI","2002",6741569
"BEL","2002",10332785
"BEN","2002",7295394
"BFA","2002",12293100
"BGD","2002",136600667
"BGR","2002",7837161
"BHR","2002",735148
"BHS","2002",309157
"BIH","2002",3775807
"BLR","2002",9865548
"BLZ","2002",262206
"BMU","2002",62912
"BOL","2002",8653345
"BRA","2002",180151021
"BRB","2002",271478
"BRN","2002",346867
"BTN","2002",606399
"BWA","2002",1779953
"CAF","2002",3907612
"CAN","2002",31362000
"CEB","2002",107097577
"CHE","2002",7284753
"CHI","2002",150901
"CHL","2002",15623635
"CHN","2002",1280400000
"CIV","2002",17366517
"CMR","2002",16084886
"COD","2002",49835756
"COG","2002",3407180
"COL","2002",41572491
"COM","2002",569479
"CPV","2002",452106
"CRI","2002",4063204
"CSS","2002",6623792
"CUB","2002",11217998
"CUW","2002",129205
"CYM","2002",44738
"CYP","2002",976966
"CZE","2002",10196916
"DEU","2002",82488495
"DJI","2002",746221
"DMA","2002",69824
"DNK","2002",5375931
"DOM","2002",8832285
"DZA","2002",31995046
"EAP","2002",1849372891
"EAR","2002",2561812502
"EAS","2002",2082953520
"ECA","2002",396574307
"ECS","2002",865196877
"ECU","2002",13072060
"EGY","2002",72590118
"EMU","2002",324125338
"ERI","2002",3614639
"ESP","2002",41431558
"EST","2002",1379350
"ETH","2002",70497192
"EUU","2002",490390251
"FCS","2002",359110192
"FIN","2002",5200598
"FJI","2002",815691
"FRA","2002",61805267
"FRO","2002",47769
"FSM","2002",106983
"GAB","2002",1294409
"GBR","2002",59370479
"GEO","2002",4357000
"GHA","2002",19924522
"GIB","2002",31544
"GIN","2002",9137345
"GMB","2002",1311349
"GNB","2002",1293523
"GNQ","2002",666407
"GRC","2002",10902022
"GRD","2002",102100
"GRL","2002",56609
"GTM","2002",12208848
"GUM","2002",157175
"GUY","2002",751884
"HIC","2002",1084822681
"HKG","2002",6744100
"HND","2002",6863157
"HPC","2002",502710676
"HRV","2002",4440000
"HTI","2002",8834733
"HUN","2002",10158608
"IBD","2002",4077072166
"IBT","2002",5216716196
"IDA","2002",1139644030
"IDB","2002",377544104
"IDN","2002",217508059
"IDX","2002",762099926
"IMN","2002",73870
"IND","2002",1089807112
"INX","2002",NA
"IRL","2002",3931947
"IRN","2002",67983330
"IRQ","2002",24939299
"ISL","2002",287523
"ISR","2002",6570000
"ITA","2002",57059007
"JAM","2002",2695446
"JOR","2002",5287488
"JPN","2002",127445000
"KAZ","2002",14858948
"KEN","2002",33214009
"KGZ","2002",4990700
"KHM","2002",12634729
"KIR","2002",87343
"KNA","2002",46641
"KOR","2002",47644736
"KWT","2002",2143833
"LAC","2002",514126613
"LAO","2002",5497273
"LBN","2002",3522837
"LBR","2002",3062863
"LBY","2002",5527515
"LCA","2002",159763
"LCN","2002",539373833
"LDC","2002",699560739
"LIC","2002",449310184
"LIE","2002",34018
"LKA","2002",19059300
"LMC","2002",2422909082
"LMY","2002",5195709166
"LSO","2002",1902312
"LTE","2002",2075912406
"LTU","2002",3443067
"LUX","2002",446175
"LVA","2002",2310173
"MAC","2002",448896
"MAF","2002",27450
"MAR","2002",29512368
"MCO","2002",32629
"MDA","2002",3623062
"MDG","2002",16765117
"MDV","2002",294341
"MEA","2002",329289435
"MEX","2002",104355608
"MHL","2002",52158
"MIC","2002",4746398982
"MKD","2002",2048928
"MLI","2002",11638929
"MLT","2002",395969
"MMR","2002",47140220
"MNA","2002",291051001
"MNE","2002",609828
"MNG","2002",2443659
"MNP","2002",68763
"MOZ","2002",19139658
"MRT","2002",2873228
"MUS","2002",1204621
"MWI","2002",12013711
"MYS","2002",24198811
"NAC","2002",319050105
"NAM","2002",1962147
"NCL","2002",221490
"NER","2002",12206002
"NGA","2002",128666710
"NIC","2002",5171734
"NLD","2002",16148929
"NOR","2002",4538159
"NPL","2002",24566342
"NRU","2002",10073
"NZL","2002",3948500
"OED","2002",1173046153
"OMN","2002",2334285
"OSS","2002",21722065
"PAK","2002",144654143
"PAN","2002",3149265
"PER","2002",26601467
"PHL","2002",81352060
"PLW","2002",19574
"PNG","2002",5862316
"POL","2002",38230364
"PRE","2002",586553190
"PRI","2002",3823701
"PRK","2002",23336681
"PRT","2002",10419631
"PRY","2002",5508611
"PSE","2002",3075373
"PSS","2002",2006441
"PST","2002",1030742327
"PYF","2002",245006
"QAT","2002",645659
"ROU","2002",21730496
"RUS","2002",145306046
"RWA","2002",8536205
"SAS","2002",1437568227
"SAU","2002",21906308
"SDN","2002",28679565
"SEN","2002",10396861
"SGP","2002",4175950
"SLB","2002",435262
"SLE","2002",4957216
"SLV","2002",5940303
"SMR","2002",28121
"SOM","2002",9564167
"SRB","2002",7496522
"SSA","2002",707016127
"SSD","2002",7237276
"SSF","2002",707099850
"SST","2002",30352298
"STP","2002",144889
"SUR","2002",483044
"SVK","2002",5376912
"SVN","2002",1994530
"SWE","2002",8924958
"SWZ","2002",1080930
"SXM","2002",32566
"SYC","2002",83723
"SYR","2002",17087901
"TCA","2002",21742
"TCD","2002",9001689
"TEA","2002",1825997053
"TEC","2002",434804671
"TGO","2002",5251472
"THA","2002",64073164
"TJK","2002",6447688
"TKM","2002",4610002
"TLA","2002",523270767
"TLS","2002",923825
"TMN","2002",287975628
"TON","2002",99184
"TSA","2002",1437568227
"TSS","2002",707099850
"TTO","2002",1277837
"TUN","2002",9864326
"TUR","2002",65143054
"TUV","2002",9635
"TZA","2002",36105808
"UGA","2002",25718048
"UKR","2002",48202500
"UMC","2002",2323489900
"URY","2002",3327773
"USA","2002",287625193
"UZB","2002",25271850
"VCT","2002",108146
"VEN","2002",25408700
"VGB","2002",21529
"VIR","2002",108510
"VNM","2002",81956496
"VUT","2002",193956
"WLD","2002",6280531847
"WSM","2002",176582
"XKX","2002",1702310
"YEM","2002",18919179
"ZAF","2002",47026173
"ZMB","2002",11120409
"ZWE","2002",12500525
"ABW","2003",97017
"AFG","2003",23064851
"AGO","2003",18203369
"ALB","2003",3039616
"AND","2003",73182
"ARB","2003",302434519
"ARE","2003",3741932
"ARG","2003",38309379
"ARM","2003",3017806
"ASM","2003",59117
"ATG","2003",87293
"AUS","2003",19895400
"AUT","2003",8121423
"AZE","2003",8234100
"BDI","2003",6953113
"BEL","2003",10376133
"BEN","2003",7520555
"BFA","2003",12654621
"BGD","2003",139019001
"BGR","2003",7775327
"BHR","2003",778711
"BHS","2003",315746
"BIH","2003",3779247
"BLR","2003",9796749
"BLZ","2003",269130
"BMU","2003",63325
"BOL","2003",8810420
"BRA","2003",182482149
"BRB","2003",272258
"BRN","2003",353389
"BTN","2003",623434
"BWA","2003",1804339
"CAF","2003",3981665
"CAN","2003",31676000
"CEB","2003",106760768
"CHE","2003",7339001
"CHI","2003",152038
"CHL","2003",15799542
"CHN","2003",1288400000
"CIV","2003",17679355
"CMR","2003",16513822
"COD","2003",51390033
"COG","2003",3502519
"COL","2003",42152151
"COM","2003",583211
"CPV","2003",460147
"CRI","2003",4125971
"CSS","2003",6670276
"CUB","2003",11244885
"CUW","2003",131897
"CYM","2003",46028
"CYP","2003",993563
"CZE","2003",10193998
"DEU","2003",82534176
"DJI","2003",758615
"DMA","2003",70093
"DNK","2003",5390574
"DOM","2003",8967760
"DZA","2003",32403514
"EAP","2003",1865072180
"EAR","2003",2605067367
"EAS","2003",2099545270
"ECA","2003",396720391
"ECS","2003",867457664
"ECU","2003",13289601
"EGY","2003",73981942
"EMU","2003",325885964
"ERI","2003",3738265
"ESP","2003",42187645
"EST","2003",1370720
"ETH","2003",72545144
"EUU","2003",492200117
"FCS","2003",368514375
"FIN","2003",5213014
"FJI","2003",816628
"FRA","2003",62244886
"FRO","2003",47974
"FSM","2003",106816
"GAB","2003",1328146
"GBR","2003",59647577
"GEO","2003",4301000
"GHA","2003",20446782
"GIB","2003",31720
"GIN","2003",9309848
"GMB","2003",1354194
"GNB","2003",1321202
"GNQ","2003",694611
"GRC","2003",10928070
"GRD","2003",102375
"GRL","2003",56765
"GTM","2003",12500478
"GUM","2003",157714
"GUY","2003",751857
"HIC","2003",1091996651
"HKG","2003",6730800
"HND","2003",7033821
"HPC","2003",517352559
"HRV","2003",4440000
"HTI","2003",8976552
"HUN","2003",10129552
"IBD","2003",4121738813
"IBT","2003",5288758027
"IDA","2003",1167019214
"IDB","2003",385980348
"IDN","2003",220545214
"IDX","2003",781038866
"IMN","2003",74587
"IND","2003",1108027848
"INX","2003",NA
"IRL","2003",3996521
"IRN","2003",68812713
"IRQ","2003",25627626
"ISL","2003",289521
"ISR","2003",6689700
"ITA","2003",57313203
"JAM","2003",2712511
"JOR","2003",5396774
"JPN","2003",127718000
"KAZ","2003",14909018
"KEN","2003",34130852
"KGZ","2003",5043300
"KHM","2003",12853124
"KIR","2003",88895
"KNA","2003",47306
"KOR","2003",47892330
"KWT","2003",2169118
"LAC","2003",521033040
"LAO","2003",5579656
"LBN","2003",3701464
"LBR","2003",3116233
"LBY","2003",5615952
"LCA","2003",160973
"LCN","2003",546480980
"LDC","2003",717572892
"LIC","2003",462034389
"LIE","2003",34321
"LKA","2003",19215307
"LMC","2003",2464278409
"LMY","2003",5267904657
"LSO","2003",1918097
"LTE","2003",2089475163
"LTU","2003",3415213
"LUX","2003",451630
"LVA","2003",2287955
"MAC","2003",460147
"MAF","2003",27363
"MAR","2003",29843937
"MCO","2003",32933
"MDA","2003",3612874
"MDG","2003",17279141
"MDV","2003",302209
"MEA","2003",335522845
"MEX","2003",105640453
"MHL","2003",52116
"MIC","2003",4805870268
"MKD","2003",2053426
"MLI","2003",12005128
"MLT","2003",398582
"MMR","2003",47624894
"MNA","2003",296114536
"MNE","2003",612267
"MNG","2003",2469286
"MNP","2003",67422
"MOZ","2003",19716598
"MRT","2003",2957117
"MUS","2003",1213370
"MWI","2003",12336687
"MYS","2003",24688703
"NAC","2003",321847258
"NAM","2003",1986535
"NCL","2003",225000
"NER","2003",12656870
"NGA","2003",131972533
"NIC","2003",5240879
"NLD","2003",16225302
"NOR","2003",4564855
"NPL","2003",24950623
"NRU","2003",10096
"NZL","2003",4027200
"OED","2003",1181328844
"OMN","2003",2385255
"OSS","2003",22141340
"PAK","2003",147703401
"PAN","2003",3209174
"PER","2003",26937738
"PHL","2003",83031954
"PLW","2003",19700
"PNG","2003",6010724
"POL","2003",38204570
"PRE","2003",603809871
"PRI","2003",3826095
"PRK","2003",23538540
"PRT","2003",10458821
"PRY","2003",5607950
"PSE","2003",3154969
"PSS","2003",2027202
"PST","2003",1035918962
"PYF","2003",248499
"QAT","2003",688586
"ROU","2003",21574326
"RUS","2003",144648257
"RWA","2003",8680346
"SAS","2003",1462906674
"SAU","2003",22556425
"SDN","2003",29435944
"SEN","2003",10670990
"SGP","2003",4114826
"SLB","2003",446769
"SLE","2003",5199549
"SLV","2003",5971535
"SMR","2003",28494
"SOM","2003",9836397
"SRB","2003",7480591
"SSA","2003",726057836
"SSD","2003",7501642
"SSF","2003",726140617
"SST","2003",30838818
"STP","2003",148372
"SUR","2003",488332
"SVK","2003",5373374
"SVN","2003",1995733
"SWE","2003",8958229
"SWZ","2003",1087392
"SXM","2003",33790
"SYC","2003",82781
"SYR","2003",17415266
"TCA","2003",23410
"TCD","2003",9353201
"TEA","2003",1841494223
"TEC","2003",434924961
"TGO","2003",5391401
"THA","2003",64554952
"TJK","2003",6576877
"TKM","2003",4655741
"TLA","2003",530331985
"TLS","2003",960852
"TMN","2003",292959567
"TON","2003",99789
"TSA","2003",1462906674
"TSS","2003",726140617
"TTO","2003",1284052
"TUN","2003",9939678
"TUR","2003",66085803
"TUV","2003",9767
"TZA","2003",37149072
"UGA","2003",26624820
"UKR","2003",47812950
"UMC","2003",2341591859
"URY","2003",3325637
"USA","2003",290107933
"UZB","2003",25567650
"VCT","2003",108350
"VEN","2003",25868523
"VGB","2003",22000
"VIR","2003",108506
"VNM","2003",82747662
"VUT","2003",198964
"WLD","2003",6359901308
"WSM","2003",177662
"XKX","2003",1703466
"YEM","2003",19462086
"ZAF","2003",47648727
"ZMB","2003",11421984
"ZWE","2003",12633897
"ABW","2004",98737
"AFG","2004",24118979
"AGO","2004",18865716
"ALB","2004",3026939
"AND","2004",76244
"ARB","2004",309162029
"ARE","2004",4087931
"ARG","2004",38728696
"ARM","2004",3000612
"ASM","2004",59264
"ATG","2004",88257
"AUS","2004",20127400
"AUT","2004",8171966
"AZE","2004",8306500
"BDI","2004",7182451
"BEL","2004",10421137
"BEN","2004",7750004
"BFA","2004",13030569
"BGD","2004",141307489
"BGR","2004",7716860
"BHR","2004",829848
"BHS","2004",322526
"BIH","2004",3781287
"BLR","2004",9730146
"BLZ","2004",276089
"BMU","2004",63740
"BOL","2004",8967741
"BRA","2004",184738458
"BRB","2004",273091
"BRN","2004",359523
"BTN","2004",640282
"BWA","2004",1829330
"CAF","2004",4055036
"CAN","2004",31995000
"CEB","2004",106466116
"CHE","2004",7389625
"CHI","2004",153170
"CHL","2004",15973778
"CHN","2004",1296075000
"CIV","2004",17997738
"CMR","2004",16959081
"COD","2004",53034217
"COG","2004",3605439
"COL","2004",42724163
"COM","2004",597228
"CPV","2004",467664
"CRI","2004",4187038
"CSS","2004",6716373
"CUB","2004",11266941
"CUW","2004",134192
"CYM","2004",47299
"CYP","2004",1010410
"CZE","2004",10197101
"DEU","2004",82516260
"DJI","2004",770752
"DMA","2004",70379
"DNK","2004",5404523
"DOM","2004",9102998
"DZA","2004",32831096
"EAP","2004",1880346866
"EAR","2004",2648271523
"EAS","2004",2115556602
"ECA","2004",397064999
"ECS","2004",870030756
"ECU","2004",13509647
"EGY","2004",75381899
"EMU","2004",327682507
"ERI","2004",3858623
"ESP","2004",42921895
"EST","2004",1362550
"ETH","2004",74624405
"EUU","2004",494162543
"FCS","2004",378123879
"FIN","2004",5228172
"FJI","2004",818354
"FRA","2004",62704895
"FRO","2004",48143
"FSM","2004",106577
"GAB","2004",1364205
"GBR","2004",59987905
"GEO","2004",4245000
"GHA","2004",20986536
"GIB","2004",31896
"GIN","2004",9490229
"GMB","2004",1398573
"GNB","2004",1350345
"GNQ","2004",724817
"GRC","2004",10955141
"GRD","2004",102656
"GRL","2004",56911
"GTM","2004",12796925
"GUM","2004",158099
"GUY","2004",751652
"HIC","2004",1099536714
"HKG","2004",6783500
"HND","2004",7204153
"HPC","2004",532385197
"HRV","2004",4439000
"HTI","2004",9119178
"HUN","2004",10107146
"IBD","2004",4166120799
"IBT","2004",5361007541
"IDA","2004",1194886742
"IDB","2004",394625729
"IDN","2004",223614649
"IDX","2004",800261013
"IMN","2004",75341
"IND","2004",1126135777
"INX","2004",NA
"IRL","2004",4070262
"IRN","2004",69617100
"IRQ","2004",26316609
"ISL","2004",292074
"ISR","2004",6809000
"ITA","2004",57685327
"JAM","2004",2728777
"JOR","2004",5535595
"JPN","2004",127761000
"KAZ","2004",15012985
"KEN","2004",35074931
"KGZ","2004",5104700
"KHM","2004",13063377
"KIR","2004",90542
"KNA","2004",47971
"KOR","2004",48082519
"KWT","2004",2207939
"LAC","2004",527919692
"LAO","2004",5664605
"LBN","2004",3863267
"LBR","2004",3176414
"LBY","2004",5704759
"LCA","2004",162251
"LCN","2004",553565918
"LDC","2004",735796583
"LIC","2004",475094388
"LIE","2004",34596
"LKA","2004",19372538
"LMC","2004",2505778340
"LMY","2004",5340290732
"LSO","2004",1933728
"LTE","2004",2102908619
"LTU","2004",3377075
"LUX","2004",458095
"LVA","2004",2263122
"MAC","2004",471453
"MAF","2004",27514
"MAR","2004",30179285
"MCO","2004",33314
"MDA","2004",3603945
"MDG","2004",17802997
"MDV","2004",310423
"MEA","2004",342046777
"MEX","2004",106995583
"MHL","2004",52074
"MIC","2004",4865196344
"MKD","2004",2057047
"MLI","2004",12391906
"MLT","2004",401268
"MMR","2004",48073707
"MNA","2004",301278295
"MNE","2004",613353
"MNG","2004",2496832
"MNP","2004",65663
"MOZ","2004",20312705
"MRT","2004",3042823
"MUS","2004",1221003
"MWI","2004",12676038
"MYS","2004",25174109
"NAC","2004",324864038
"NAM","2004",2009228
"NCL","2004",228000
"NER","2004",13127012
"NGA","2004",135393616
"NIC","2004",5309703
"NLD","2004",16281779
"NOR","2004",4591910
"NPL","2004",25309449
"NRU","2004",10113
"NZL","2004",4087500
"OED","2004",1189684724
"OMN","2004",2444751
"OSS","2004",22600520
"PAK","2004",150780300
"PAN","2004",3269541
"PER","2004",27273194
"PHL","2004",84678493
"PLW","2004",19804
"PNG","2004",6161517
"POL","2004",38182222
"PRE","2004",621611464
"PRI","2004",3826878
"PRK","2004",23729498
"PRT","2004",10483861
"PRY","2004",5703740
"PSE","2004",3236626
"PSS","2004",2049012
"PST","2004",1041303140
"PYF","2004",251775
"QAT","2004",758855
"ROU","2004",21451748
"RUS","2004",144067054
"RWA","2004",8818438
"SAS","2004",1487975237
"SAU","2004",23228890
"SDN","2004",30186341
"SEN","2004",10955944
"SGP","2004",4166664
"SLB","2004",458324
"SLE","2004",5439695
"SLV","2004",6000775
"SMR","2004",28866
"SOM","2004",10116228
"SRB","2004",7463157
"SSA","2004",745705643
"SSD","2004",7787655
"SSF","2004",745788118
"SST","2004",31365905
"STP","2004",151969
"SUR","2004",493630
"SVK","2004",5372280
"SVN","2004",1997012
"SWE","2004",8993531
"SWZ","2004",1095053
"SXM","2004",35316
"SYC","2004",82475
"SYR","2004",17806638
"TCA","2004",25028
"TCD","2004",9710043
"TEA","2004",1856577908
"TEC","2004",435247221
"TGO","2004",5534598
"THA","2004",65002231
"TJK","2004",6712841
"TKM","2004",4703398
"TLA","2004",537377388
"TLS","2004",996698
"TMN","2004",298041669
"TON","2004",100406
"TSA","2004",1487975237
"TSS","2004",745788118
"TTO","2004",1290535
"TUN","2004",10017601
"TUR","2004",67007855
"TUV","2004",9894
"TZA","2004",38249984
"UGA","2004",27568436
"UKR","2004",47451600
"UMC","2004",2359418004
"URY","2004",3324096
"USA","2004",292805298
"UZB","2004",25864350
"VCT","2004",108559
"VEN","2004",26327225
"VGB","2004",22541
"VIR","2004",108467
"VNM","2004",83527678
"VUT","2004",204143
"WLD","2004",6439827446
"WSM","2004",178781
"XKX","2004",1704622
"YEM","2004",20017068
"ZAF","2004",48247395
"ZMB","2004",11731746
"ZWE","2004",12777511
"ABW","2005",100031
"AFG","2005",25070798
"AGO","2005",19552542
"ALB","2005",3011487
"AND","2005",78867
"ARB","2005",316264728
"ARE","2005",4579562
"ARG","2005",39145488
"ARM","2005",2981259
"ASM","2005",59118
"ATG","2005",89253
"AUS","2005",20394800
"AUT","2005",8227829
"AZE","2005",8391850
"BDI","2005",7423289
"BEL","2005",10478617
"BEN","2005",7982225
"BFA","2005",13421930
"BGD","2005",143431101
"BGR","2005",7658972
"BHR","2005",889168
"BHS","2005",329249
"BIH","2005",3781530
"BLR","2005",9663915
"BLZ","2005",283277
"BMU","2005",64154
"BOL","2005",9125409
"BRA","2005",186917361
"BRB","2005",274009
"BRN","2005",365158
"BTN","2005",656639
"BWA","2005",1855852
"CAF","2005",4127910
"CAN","2005",32312000
"CEB","2005",106173766
"CHE","2005",7437115
"CHI","2005",154294
"CHL","2005",16147064
"CHN","2005",1303720000
"CIV","2005",18336303
"CMR","2005",17420795
"COD","2005",54751476
"COG","2005",3718243
"COL","2005",43285634
"COM","2005",611627
"CPV","2005",474567
"CRI","2005",4247841
"CSS","2005",6761932
"CUB","2005",11284253
"CUW","2005",137658
"CYM","2005",48622
"CYP","2005",1027658
"CZE","2005",10211216
"DEU","2005",82469422
"DJI","2005",783254
"DMA","2005",70627
"DNK","2005",5419432
"DOM","2005",9237566
"DZA","2005",33288437
"EAP","2005",1895491198
"EAR","2005",2691528375
"EAS","2005",2131361829
"ECA","2005",397469492
"ECS","2005",872661616
"ECU","2005",13735233
"EGY","2005",76778149
"EMU","2005",329380413
"ERI","2005",3969007
"ESP","2005",43653155
"EST","2005",1354775
"ETH","2005",76727083
"EUU","2005",496115006
"FCS","2005",387862311
"FIN","2005",5246096
"FJI","2005",821817
"FRA","2005",63179351
"FRO","2005",48285
"FSM","2005",106196
"GAB","2005",1403126
"GBR","2005",60401206
"GEO","2005",4190000
"GHA","2005",21542009
"GIB","2005",32085
"GIN","2005",9679745
"GMB","2005",1444204
"GNB","2005",1380838
"GNQ","2005",757317
"GRC","2005",10987314
"GRD","2005",102949
"GRL","2005",56935
"GTM","2005",13096028
"GUM","2005",158402
"GUY","2005",750946
"HIC","2005",1107240754
"HKG","2005",6813200
"HND","2005",7373430
"HPC","2005",547744433
"HRV","2005",4442000
"HTI","2005",9263404
"HUN","2005",10087065
"IBD","2005",4210445216
"IBT","2005",5433668432
"IDA","2005",1223223216
"IDB","2005",403526930
"IDN","2005",226712730
"IDX","2005",819696286
"IMN","2005",76118
"IND","2005",1144118674
"INX","2005",NA
"IRL","2005",4159914
"IRN","2005",70421811
"IRQ","2005",27008426
"ISL","2005",296734
"ISR","2005",6930100
"ITA","2005",57969484
"JAM","2005",2744673
"JOR","2005",5714111
"JPN","2005",127773000
"KAZ","2005",15147029
"KEN","2005",36048288
"KGZ","2005",5162600
"KHM","2005",13270201
"KIR","2005",92325
"KNA","2005",48611
"KOR","2005",48184561
"KWT","2005",2276623
"LAC","2005",534836570
"LAO","2005",5754026
"LBN","2005",3986852
"LBR","2005",3261230
"LBY","2005",5792688
"LCA","2005",163714
"LCN","2005",560677885
"LDC","2005",754118072
"LIC","2005",488440913
"LIE","2005",34852
"LKA","2005",19524558
"LMC","2005",2547388074
"LMY","2005",5413060683
"LSO","2005",1949543
"LTE","2005",2116450646
"LTU","2005",3322528
"LUX","2005",465158
"LVA","2005",2238799
"MAC","2005",482559
"MAF","2005",27906
"MAR","2005",30521070
"MCO","2005",33793
"MDA","2005",3595187
"MDG","2005",18336724
"MDV","2005",318836
"MEA","2005",348956287
"MEX","2005",108472228
"MHL","2005",52055
"MIC","2005",4924619770
"MKD","2005",2060272
"MLI","2005",12798763
"MLT","2005",403834
"MMR","2005",48482614
"MNA","2005",306595214
"MNE","2005",614261
"MNG","2005",2526446
"MNP","2005",63744
"MOZ","2005",20923070
"MRT","2005",3130720
"MUS","2005",1228254
"MWI","2005",13039711
"MYS","2005",25659393
"NAC","2005",327892753
"NAM","2005",2032196
"NCL","2005",231000
"NER","2005",13618449
"NGA","2005",138939478
"NIC","2005",5379328
"NLD","2005",16319868
"NOR","2005",4623291
"NPL","2005",25640287
"NRU","2005",10115
"NZL","2005",4133900
"OED","2005",1198065127
"OMN","2005",2511269
"OSS","2005",23112789
"PAK","2005",153909667
"PAN","2005",3330465
"PER","2005",27610410
"PHL","2005",86274237
"PLW","2005",19906
"PNG","2005",6314709
"POL","2005",38165445
"PRE","2005",639876871
"PRI","2005",3821362
"PRK","2005",23904167
"PRT","2005",10503330
"PRY","2005",5795494
"PSE","2005",3320396
"PSS","2005",2072666
"PST","2005",1046610820
"PYF","2005",254886
"QAT","2005",864863
"ROU","2005",21319685
"RUS","2005",143518523
"RWA","2005",8991735
"SAS","2005",1512670560
"SAU","2005",23905654
"SDN","2005",30911914
"SEN","2005",11251266
"SGP","2005",4265762
"SLB","2005",469885
"SLE","2005",5658379
"SLV","2005",6028961
"SMR","2005",29240
"SOM","2005",10409925
"SRB","2005",7440769
"SSA","2005",765997649
"SSD","2005",8108877
"SSF","2005",766080507
"SST","2005",31947387
"STP","2005",155630
"SUR","2005",498946
"SVK","2005",5372807
